src_form,tgt_form,tgt_lang,meaning,sem_field,sem_cat,ID,Target_Form_ID,Target_Form_Row_ID,Target_WOLD_ID,Target_Language_ID_CLDF,Target_Glottocode,Source_Language,Source_Glottocode,Parameter_ID,Concepticon_ID,Concepticon_Gloss,Target_Borrowed,Target_Borrowed_Score,Borrowing_Comment,Borrowing_Source,label_loan,neg_type,pair_source,src_form_norm,tgt_form_norm,row_uid
mírh,lupo,Thai,poor,Possession,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mírh,lupo,noncognate_external_0007036
ни,ni,Selice Romani,neither,Miscellaneous function words,Function word,1151.0,SeliceRomani-24-99908-1,49509.0,9.0,9.0,west2376,Bulgarian,bulg1262,24-99908,,,1. clearly borrowed,1.0,,,1,positive,wold_positive,ни,ni,pos_0001136
tuγəɲiː,tua-зо,Indonesian,female(1),Kinship,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tuγəɲiː,tua-зо,cognate_external_0000338
ʨyrɛ́k,ioрякъ,Tarifiyt Berber,the cotton,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʨyrɛ́k,ioрякъ,cognate_external_0001646
jürɐk,юрáкъ,Ceq Wong,the bracelet,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jürɐk,юрáкъ,cognate_external_0002219
kiti,kitaangw,Iraqw,the chair,The house,Noun,1673.0,Iraqw-7-43-1,18932.0,2.0,2.0,iraq1241,Swahili,swah1253,7-43,1476.0,CHAIR,1. clearly borrowed,1.0,,,1,positive,wold_positive,kiti,kitaangw,pos_0001640
commencer,kumasa,Tarifiyt Berber,to begin,Time,Verb,6050.0,TarifiytBerber-14-25-2,2454.0,6.0,6.0,tari1263,French,stan1290,14-25,1806.0,BEGIN,1. clearly borrowed,1.0,,,1,positive,wold_positive,commencer,kumasa,pos_0005745
mīr,πούς,Japanese,the squirrel,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mīr,πούς,noncognate_external_0003835
costruire,a construi,Romanian,to build,Basic actions and technology,Verb,11838.0,Romanian-9-44-3,43783.0,8.0,8.0,roma1327,French,stan1290,9-44,1840.0,BUILD,1. clearly borrowed,1.0,,,1,positive,wold_positive,costruire,a construi,pos_0011289
àbór,ошо,Tarifiyt Berber,to pour,Basic actions and technology,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,àbór,ошо,noncognate_external_0002743
sürex,džürök,Seychelles Creole,clever,Emotions and values,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,sürex,džürök,cognate_external_0001151
jerak,ʨʏrek,Thai,to prevent,Social and political relations,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jerak,ʨʏrek,cognate_external_0006866
сүрэх,häd ́žvä,Yaqui,the trap,Warfare and hunting,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,сүрэх,häd ́žvä,noncognate_external_0009271
praaŋ,praaŋ,Thai,the cheek,The body,Noun,20463.0,Thai-4-208-2,55190.0,23.0,23.0,thai1261,Modern Khmer,cent1989,4-208,1730.0,CHEEK,1. clearly borrowed,1.0,,,1,positive,wold_positive,praaŋ,praaŋ,pos_0019464
xek',xeq'ok,Q'eqchi',to stab,Basic actions and technology,Verb,21347.0,Qeqchi-9-223-1,41559.0,34.0,34.0,kekc1242,Ch’olan,,9-223,3189.0,STAB TO DEATH,2. probably borrowed,0.75,,,1,positive,wold_positive,xek',xeq'ok,pos_0020345
ош,akšə̑lgə̑ftan,Tarifiyt Berber,brave,Emotions and values,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ош,akšə̑lgə̑ftan,cognate_external_0010290
soleil,ašolgadoms,Imbabura Quechua,the fine,Law,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,soleil,ašolgadoms,noncognate_external_0000352
péć,péťa,Selice Romani,the oven,Food and drink,Noun,386.0,SeliceRomani-5-25-1,48268.0,9.0,9.0,west2376,Croatian,croa1245,5-25,1143.0,OVEN,1. clearly borrowed,1.0,,,1,positive,wold_positive,péć,péťa,pos_0000378
qibla,q'ilma,Bezhta,the south,Spatial relations,Noun,19158.0,Bezhta-12-48-2,3840.0,15.0,15.0,bezh1248,Arabic,stan1318,12-48,1595.0,SOUTH,1. clearly borrowed,1.0,,,1,positive,wold_positive,qibla,q'ilma,pos_0018235
mɨsk,jʉrǝk,Mapudungun,the cloak,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mɨsk,jʉrǝk,noncognate_external_0001182
as-sūq,kàasúwáa,Hausa,the market,Possession,Noun,15122.0,Hausa-11-85-1,11667.0,4.0,4.0,haus1257,Arabic,stan1318,11-85,633.0,MARKET,1. clearly borrowed,1.0,,,1,positive,wold_positive,as-sūq,kàasúwáa,pos_0014461
line,laina,Hawaiian,the line,Spatial relations,Noun,7929.0,Hawaiian-12-84-1,13316.0,30.0,30.0,hawa1245,English,stan1293,12-84,1048.0,LINE,1. clearly borrowed,1.0,,,1,positive,wold_positive,line,laina,pos_0007546
юрáкъ,jørek,Indonesian,the olive,Food and drink,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,юрáкъ,jørek,cognate_external_0007454
năo,nō,Japanese,the brain,The body,Noun,1855.0,Japanese-4-203-1,20070.0,21.0,21.0,nucl1643,Chinese,mand1415,4-203,1583.0,BRAIN,1. clearly borrowed,1.0,,,1,positive,wold_positive,năo,nō,pos_0001814
ɯrɑ:χ,ыраххы,Takia,to row,Motion,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ɯrɑ:χ,ыраххы,cognate_external_0008769
jì,khi,White Hmong,to tie,Basic actions and technology,Verb,7474.0,WhiteHmong-9-16-1,60502.0,25.0,25.0,hmon1333,Chinese,mand1415,9-16,1917.0,TIE,2. probably borrowed,0.75,,,1,positive,wold_positive,jì,khi,pos_0007114
ioрю̂къ,sirds,Hup,to carry in hand,Motion,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ioрю̂къ,sirds,cognate_external_0002681
ᵻra:x,ag,Vietnamese,the boundary,Social and political relations,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ᵻra:x,ag,noncognate_external_0009290
aɣulǯa,tʃjyrjekh,Bezhta,the merchant,Possession,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣulǯa,tʃjyrjekh,noncognate_external_0003582
džürök,ioрекъ,English,the necklace,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,džürök,ioрекъ,cognate_external_0002727
ʨërɛ́,syrex,Selice Romani,always,Time,Function word,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʨërɛ́,syrex,cognate_external_0000515
xayma,mài láimàa,Hausa,wet,Sense perception,Adjective,15109.0,Hausa-15-83-1,11923.0,4.0,4.0,haus1257,Arabic,stan1318,15-83,1726.0,WET,1. clearly borrowed,1.0,,,1,positive,wold_positive,xayma,mài láimàa,pos_0014449
tre,pes,Indonesian,the wine,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tre,pes,noncognate_external_0007268
ašu,akšu,Tarifiyt Berber,the manner,Cognition,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ašu,akšu,cognate_external_0003779
scissors,sisis,Takia,the scissors or shears,Basic actions and technology,Noun,12904.0,Takia-9-24-1,54070.0,29.0,29.0,taki1248,English,stan1293,9-24,356.0,SHEARS,1. clearly borrowed,1.0,,,1,positive,wold_positive,scissors,sisis,pos_0012354
jerak,jөrǽk,Tarifiyt Berber,the day(1),Time,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jerak,jөrǽk,cognate_external_0002133
heart,йөрәк,Saramaccan,the dough,Food and drink,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,heart,йөрәк,cognate_external_0007217
shíshì,shokuji,Japanese,the meal,Food and drink,Noun,1908.0,Japanese-5-41-1,20326.0,21.0,21.0,nucl1643,Chinese,mand1415,5-41,1526.0,MEAL,2. probably borrowed,0.75,,,1,positive,wold_positive,shíshì,shokuji,pos_0001866
jurjuk,džürök,Old High German,short,Spatial relations,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jurjuk,džürök,cognate_external_0002399
praedicâre,predigôn,Old High German,to preach,Religion and belief,Verb,11304.0,OldHighGerman-22-22-1,36838.0,11.0,11.0,oldh1241,Latin,,22-22,304.0,PREACH,1. clearly borrowed,1.0,,,1,positive,wold_positive,praedicâre,predigôn,pos_0010767
misṭara(t),mstari,Swahili,the line,Spatial relations,Noun,8270.0,Swahili-12-84-1,52808.0,1.0,1.0,swah1253,Arabic,stan1318,12-84,1048.0,LINE,1. clearly borrowed,1.0,,,1,positive,wold_positive,misṭara(t),mstari,pos_0007886
szomszíd,somsído,Selice Romani,the neighbour,Social and political relations,Noun,980.0,SeliceRomani-19-54-1,49297.0,9.0,9.0,west2376,Hungarian,hung1274,19-54,1332.0,NEIGHBOUR,1. clearly borrowed,1.0,,,1,positive,wold_positive,szomszíd,somsído,pos_0000966
йөрәк,mə̀t,Iraqw,the cup,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,йөрәк,mə̀t,noncognate_external_0007531
akšu,fratello,Tarifiyt Berber,the army,Warfare and hunting,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akšu,fratello,noncognate_external_0009428
mō[nǯ]ika,akšu,Romanian,brave,Emotions and values,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mō[nǯ]ika,akšu,noncognate_external_0001903
líhūn,rikon,Japanese,the divorce,Kinship,Noun,1806.0,Japanese-2-341-1,19821.0,21.0,21.0,nucl1643,Chinese,mand1415,2-341,1134.0,DIVORCE,2. probably borrowed,0.75,,,1,positive,wold_positive,líhūn,rikon,pos_0001766
riidim,riitim ma-,Gurindji,to read,Speech and language,Verb,20050.0,Gurindji-18-52-1,10561.0,31.0,31.0,guri1247,Kriol,krio1252,18-52,724.0,READ,1. clearly borrowed,1.0,,,1,positive,wold_positive,riidim,riitim ma-,pos_0019094
akša·,о́ша,Selice Romani,the stove,The house,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akša·,о́ша,cognate_external_0005085
shovel,shaberu,Japanese,the shovel,Agriculture and vegetation,Noun,1980.0,Japanese-8-24-1,20554.0,21.0,21.0,nucl1643,English,stan1293,8-24,1901.0,SHOVEL,1. clearly borrowed,1.0,,,1,positive,wold_positive,shovel,shaberu,pos_0001935
martillo,martiom,Yaqui,the hammer,Basic actions and technology,Noun,7049.0,Yaqui-9-49-1,63468.0,32.0,32.0,yaqu1251,Spanish,stan1288,9-49,1481.0,HAMMER,1. clearly borrowed,1.0,,,1,positive,wold_positive,martillo,martiom,pos_0006735
fāhàn 發汗,hakkan,Japanese,to perspire,The body,Verb,2587.0,Japanese-4-55-2,20179.0,21.0,21.0,nucl1643,Chinese,mand1415,4-55,126.0,SWEAT (PERSPIRE),1. clearly borrowed,1.0,,,1,positive,wold_positive,fāhàn 發汗,hakkan,pos_0002505
ыраххы,ag,Hausa,the duck,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ыраххы,ag,noncognate_external_0010546
tʃjyrjekh,ioрекъ,Hawaiian,the savanna,The physical world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tʃjyrjekh,ioрекъ,cognate_external_0001392
baba,pti baba,Seychelles Creole,the baby,Kinship,Noun,19586.0,SeychellesCreole-2-28-2,49626.0,7.0,7.0,sese1246,French (Indian Ocean),,2-28,1289.0,BABY,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,baba,pti baba,pos_0018633
politsija,poliţie,Romanian,the police,Modern world,Noun,12353.0,Romanian-23-33-1,44844.0,8.0,8.0,roma1327,Russian,russ1263,23-33,656.0,POLICE,1. clearly borrowed,1.0,,,1,positive,wold_positive,politsija,poliţie,pos_0011803
dsjöllo,ďolo,Lower Sorbian,the teacher,Cognition,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,dsjöllo,ďolo,cognate_external_0003121
kanawrigrig,knawrig,Takia,the earthquake,The physical world,Noun,1265.0,Takia-1-45-1,53470.0,29.0,29.0,taki1248,Bargam,barg1252,1-45,6.0,EARTHQUAKE,1. clearly borrowed,1.0,,,1,positive,wold_positive,kanawrigrig,knawrig,pos_0001249
tren,treen,Yaqui,the train,Modern world,Noun,7234.0,Yaqui-23-155-1,64200.0,32.0,32.0,yaqu1251,Spanish,stan1288,23-155,900.0,TRAIN,1. clearly borrowed,1.0,,,1,positive,wold_positive,tren,treen,pos_0006919
amargu,loup,Mapudungun,to sell,Possession,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,amargu,loup,noncognate_external_0008610
mukarta,murrkartu,Gurindji,the hat or cap,Clothing and grooming,Noun,20318.0,Gurindji-6-55-1,10073.0,31.0,31.0,guri1247,Kaurna,,6-55,2130.0,HEADGEAR,2. probably borrowed,0.75,,,1,positive,wold_positive,mukarta,murrkartu,pos_0019320
акшы͂лгы͂фты͂мс,akʃikam,Imbabura Quechua,the father-in-law (of a woman),Kinship,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,акшы͂лгы͂фты͂мс,akʃikam,cognate_external_0004709
permis,fàr̃mîi,Hausa,the driver's license,Modern world,Noun,11202.0,Hausa-23-34-2,12282.0,4.0,4.0,haus1257,French,stan1290,23-34,599.0,DRIVER'S LICENSE,1. clearly borrowed,1.0,,,1,positive,wold_positive,permis,fàr̃mîi,pos_0010673
юрáкъ,hjarta,Tarifiyt Berber,the spider web,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,юрáкъ,hjarta,cognate_external_0002611
marteau,marotò,Malagasy,the hammer,Basic actions and technology,Noun,3255.0,Malagasy-9-49-2,30052.0,28.0,28.0,plat1254,French,stan1290,9-49,1481.0,HAMMER,1. clearly borrowed,1.0,,,1,positive,wold_positive,marteau,marotò,pos_0003167
ош,akšəlgədəms,Indonesian,they,Kinship,Function word,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ош,akšəlgədəms,cognate_external_0010070
lavki,laːppɨ,Sakha,the shop/store,Possession,Noun,17353.0,Sakha-11-86-2,45856.0,19.0,19.0,yaku1245,Russian,russ1263,11-86,752.0,STORE,1. clearly borrowed,1.0,,,1,positive,wold_positive,lavki,laːppɨ,pos_0016511
jʉrǝk,heart,Saramaccan,the mud,The physical world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jʉrǝk,heart,cognate_external_0002312
jūnrén,gunjin,Japanese,the soldier,Warfare and hunting,Noun,2523.0,Japanese-20-17-2,21593.0,21.0,21.0,nucl1643,Chinese,mand1415,20-17,1941.0,SOLDIER,1. clearly borrowed,1.0,,,1,positive,wold_positive,jūnrén,gunjin,pos_0002447
zunfu,zunfu,Imbabura Quechua,the creeper,Agriculture and vegetation,Noun,16687.0,ImbaburaQuechua-8-99916-1,15621.0,37.0,37.0,imba1240,Unidentified,,8-99916,,,2. probably borrowed,0.75,,,1,positive,wold_positive,zunfu,zunfu,pos_0015888
dscholo,dschólo,Gurindji,the centipede,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,dscholo,dschólo,cognate_external_0003126
cabra,kaila asnak,Wichí,the he-goat,Animals,Noun,12435.0,Wichi-3-37-1,61447.0,40.0,40.0,wich1264,Spanish,stan1288,3-37,2475.0,MALE GOAT,1. clearly borrowed,1.0,,,1,positive,wold_positive,cabra,kaila asnak,pos_0011885
street,strit,Takia,the street,Modern world,Noun,13040.0,Takia-23-395-1,54723.0,29.0,29.0,taki1248,English,stan1293,23-395,1362.0,STREET,1. clearly borrowed,1.0,,,1,positive,wold_positive,street,strit,pos_0012490
músúmp,akša',Lower Sorbian,the birth certificate,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,músúmp,akša',noncognate_external_0003838
hʉrjax,jürak,Takia,to brake,Modern world,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,hʉrjax,jürak,cognate_external_0001194
dschálo,ᵻra:x,Indonesian,the pepper,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,dschálo,ᵻra:x,noncognate_external_0000934
paddle,padoru,Japanese,the paddle,Motion,Noun,2620.0,Japanese-10-851-2,20856.0,21.0,21.0,nucl1643,English,stan1293,10-851,234.0,PADDLE,1. clearly borrowed,1.0,,,1,positive,wold_positive,paddle,padoru,pos_0002538
mjək,ʨërɛ́,Hausa,the shirt,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mjək,ʨërɛ́,noncognate_external_0005268
ɟʝyrek,iю́ряхъ,English,to boil,Food and drink,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ɟʝyrek,iю́ряхъ,cognate_external_0007906
gardh,gard,Romanian,the fence,Agriculture and vegetation,Noun,11767.0,Romanian-8-16-1,43623.0,8.0,8.0,roma1327,Albanian,tosk1239,8-16,1690.0,FENCE,1. clearly borrowed,1.0,,,1,positive,wold_positive,gardh,gard,pos_0011219
cigarettáz-ik,cigarettázinen,Selice Romani,to smoke,Agriculture and vegetation,Verb,595.0,SeliceRomani-8-69-1,48516.0,9.0,9.0,west2376,Hungarian,hung1274,8-69,1689.0,SMOKE (INHALE),1. clearly borrowed,1.0,,,1,positive,wold_positive,cigarettáz-ik,cigarettázinen,pos_0000583
ырааган,aɣulǯa,Hup,the citrus fruit,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ырааган,aɣulǯa,noncognate_external_0007309
dànkálìi,dàngálì,Kanuri,the sweet potato,Agriculture and vegetation,Noun,17816.0,Kanuri-8-91-1,23913.0,5.0,5.0,cent2050,Hausa,haus1257,8-91,159.0,SWEET POTATO,1. clearly borrowed,1.0,,,1,positive,wold_positive,dànkálìi,dàngálì,pos_0016928
àm,ɯɾᴀːẍ̠,Indonesian,the magic,Religion and belief,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,àm,ɯɾᴀːẍ̠,noncognate_external_0001763
дёло,tʃjyrjekh,Malagasy,the pipe,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,дёло,tʃjyrjekh,noncognate_external_0002984
bəʕʕuš,aƀəʕʕuš,Tarifiyt Berber,the insect,Animals,Noun,5244.0,TarifiytBerber-3-81-1,1520.0,6.0,6.0,tari1263,Arabic (Maghrebi),moro1292,3-81,620.0,INSECT,1. clearly borrowed,1.0,,,1,positive,wold_positive,bəʕʕuš,aƀəʕʕuš,pos_0004992
adali,ɨrɑχ,Swahili,the sister,Kinship,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,adali,ɨrɑχ,noncognate_external_0002321
continente,kontinente,Yaqui,the mainland,The physical world,Noun,6852.0,Yaqui-1-26-1,62665.0,32.0,32.0,yaqu1251,Spanish,stan1288,1-26,166.0,MAINLAND,1. clearly borrowed,1.0,,,1,positive,wold_positive,continente,kontinente,pos_0006540
ʨyrɛ́k,чурегмъ,Sakha,the town,Social and political relations,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʨyrɛ́k,чурегмъ,cognate_external_0001650
laja,lajap ka-,Gurindji,to carry on shoulder,Motion,Verb,19925.0,Gurindji-10-613-1,10225.0,31.0,31.0,guri1247,Jaru,jaru1254,10-613,413.0,CARRY ON SHOULDER,2. probably borrowed,0.75,,,1,positive,wold_positive,laja,lajap ka-,pos_0018969
thùai,tais (1),White Hmong,the bowl,Food and drink,Noun,7743.0,WhiteHmong-5-33-2,60276.0,25.0,25.0,hmon1333,Lao,laoo1244,5-33,1530.0,BOWL,4. very little evidence for borrowing,0.25,,,1,positive,wold_positive,thùai,tais (1),pos_0007361
sʉræx,джюрякъ,Japanese,the fairy or elf,Religion and belief,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,sʉræx,джюрякъ,cognate_external_0000996
ашо,aɣula,Romanian,the food,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ашо,aɣula,noncognate_external_0007259
ləqqət',řqəđ',Tarifiyt Berber,to pick up,Spatial relations,Verb,5881.0,TarifiytBerber-12-212-2,2320.0,6.0,6.0,tari1263,Arabic (Moroccan),moro1292,12-212,371.0,PICK UP,1. clearly borrowed,1.0,,,1,positive,wold_positive,ləqqət',řqəđ',pos_0005599
akʃa,ошéмямъ,Japanese,the gums,The body,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akʃa,ошéмямъ,cognate_external_0004966
d̬jǿlɣɔː,ˀd̬jǿlo,Indonesian,sour,Sense perception,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,d̬jǿlɣɔː,ˀd̬jǿlo,cognate_external_0003075
ʂʉrɐq,йөрәк,Sakha,the market,Possession,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʂʉrɐq,йөрәк,cognate_external_0001300
sarraħa,sarrəħ,Tarifiyt Berber,to stretch,Basic actions and technology,Verb,13626.0,TarifiytBerber-9-32-1,2091.0,6.0,6.0,tari1263,Classical Arabic,,9-32,214.0,STRETCH,1. clearly borrowed,1.0,,,1,positive,wold_positive,sarraħa,sarrəħ,pos_0013037
jerәk,syɾæq,Saramaccan,to seem,Cognition,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jerәk,syɾæq,cognate_external_0006489
aši·ksna,о́ша,Hausa,rich,Possession,Adjective,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,aši·ksna,о́ша,cognate_external_0004067
tügele,tuːxsu,Takia,Wednesday,Time,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tügele,tuːxsu,cognate_external_0000047
àkî,жӱрöк,Wichí,the he-goat,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,àkî,жӱрöк,noncognate_external_0003761
mònü,majo,Japanese,the sorcerer or witch,Religion and belief,Noun,2546.0,Japanese-22-43-2,21713.0,21.0,21.0,nucl1643,Chinese,mand1415,22-43,2137.0,MAGICIAN,3. perhaps borrowed,0.5,,,1,positive,wold_positive,mònü,majo,pos_0002465
semana,camána,Hup,the week,Time,Noun,13214.0,Hup-14-61-1,14765.0,39.0,39.0,hupd1244,Portuguese,port1283,14-61,1469.0,WEEK,1. clearly borrowed,1.0,,,1,positive,wold_positive,semana,camána,pos_0012662
mínsə́rá,τρεῖς,White Hmong,the millet or sorghum,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mínsə́rá,τρεῖς,noncognate_external_0000537
akʃa,akšə̑ńä,White Hmong,to hide,Spatial relations,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akʃa,akšə̑ńä,cognate_external_0004952
hjärta,jɘrjæk,Gawwada,the candy/sweets,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,hjärta,jɘrjæk,cognate_external_0007435
*gadis,gadis,Indonesian,the girl,Kinship,Noun,9763.0,Indonesian-2-26-1,16529.0,27.0,27.0,indo1316,Pre-Minangkabau,,2-26,1646.0,GIRL,2. probably borrowed,0.75,,,1,positive,wold_positive,*gadis,gadis,pos_0009339
akšə̑pńəms,a'šo,Thai,the mountain or hill,The physical world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšə̑pńəms,a'šo,cognate_external_0009813
zəräk,ʨʏrek,Kanuri,the pocket,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,zəräk,ʨʏrek,cognate_external_0006898
akšo·,jerәk,Yaqui,the netbag,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akšo·,jerәk,noncognate_external_0005221
Sparherd,šporhelto,Selice Romani,the stove,The house,Noun,12702.0,SeliceRomani-7-32-2,48431.0,9.0,9.0,west2376,German,stan1295,7-32,859.0,STOVE,1. clearly borrowed,1.0,,,1,positive,wold_positive,Sparherd,šporhelto,pos_0012152
akšo·,oʂ̺ə,Imbabura Quechua,the tap/faucet,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšo·,oʂ̺ə,cognate_external_0005054
*pwak,npua,White Hmong,the pig,Animals,Noun,14164.0,WhiteHmong-3-35-1,59991.0,25.0,25.0,hmon1333,Tibeto-Burman,,3-35,1337.0,PIG,4. very little evidence for borrowing,0.25,,,1,positive,wold_positive,*pwak,npua,pos_0013505
amarduː,àp,Romanian,the danger,Emotions and values,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,amarduː,àp,noncognate_external_0001489
ferstan,fusután,Saramaccan,to understand,Cognition,Verb,4962.0,Saramaccan-17-16-1,47558.0,36.0,36.0,sara1340,Sranan,sran1240,17-16,1536.0,UNDERSTAND,1. clearly borrowed,1.0,,,1,positive,wold_positive,ferstan,fusután,pos_0004774
dʒyrøk,ʨʏrek,Ceq Wong,to swim,Motion,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,dʒyrøk,ʨʏrek,cognate_external_0006892
wali,wali,Bezhta,holy,Religion and belief,Adjective,18899.0,Bezhta-22-19-1,4321.0,15.0,15.0,bezh1248,Avar,avar1256,22-19,1702.0,HOLY,1. clearly borrowed,1.0,,,1,positive,wold_positive,wali,wali,pos_0017981
